GeneID	GSM2627691	GSM2627692	GSM2627693	GSM2627709	GSM2627711	GSM2627713	GSM2627739	GSM2627740	GSM2627741	GSM2627742	GSM2627743	GSM2627744	GSM2627754	GSM2627755	GSM2627756	GSM2627781	GSM2627782	GSM2627783	GSM2627784	GSM2627785	GSM2627786	GSM2627793	GSM2627794	GSM2627795	GSM2627820	GSM2627821	GSM2627822	GSM2627823	GSM2627824	GSM2627825	GSM2627835	GSM2627836	GSM2627837	GSM2627850	GSM2627851	GSM2627852	GSM2627853	GSM2627854	GSM2627855	GSM2627862	GSM2627863	GSM2627864	GSM2627883	GSM2627884	GSM2627885	GSM2627886	GSM2627887	GSM2627888	GSM2627895	GSM2627896	GSM2627897	GSM2627919	GSM2627920	GSM2627921
VIT_14s0083g00190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139957	0
VIT_14s0083g00200	2.27399	1.94445	2.0008	3.01732	3.08415	2.23034	6.01264	4.68963	5.69038	3.66141	3.6492	4.21626	2.29503	1.76773	2.39645	5.33142	6.45496	5.40971	5.71042	6.70035	6.17125	3.47985	3.32658	2.93753	4.64073	5.31262	5.03601	1.56806	1.92171	1.06718	2.35712	2.76647	3.21009	5.82222	5.51829	6.07162	3.12118	3.37493	3.33265	3.26879	2.62033	3.73993	6.15411	6.41928	6.21448	5.74707	4.85827	6.64876	3.3278	2.67283	3.14592	6.05553	5.61465	5.81378
VIT_14s0083g00220	14.2354	12.6276	12.5642	12.2067	11.9632	9.96371	13.4928	11.693	13.0729	14.3551	16.8579	16.537	10.1524	11.1026	8.32415	13.4228	13.0702	13.9457	9.53624	10.4395	10.7313	13.5276	12.7753	11.3196	15.6373	14.0157	15.9598	15.2347	14.9968	14.1123	12.1478	12.9459	11.9568	12.7975	13.6811	12.9125	16.1183	15.8079	16.8908	10.6403	8.63295	9.83954	11.2599	13.2446	14.0629	10.3245	8.70793	10.7994	12.1431	12.3828	11.586	11.7046	11.0532	12.1705
VIT_14s0083g00230	5.13729	3.65639	2.61088	1.95327	1.71672	2.05613	0.61089	0.391239	0.551352	4.05616	4.0279	4.49929	1.73127	0.947086	0.813032	1.00309	0.737053	0.663362	9.83689	11.1349	11.3702	2.58774	2.2262	2.03224	0.716622	0.459035	0.298657	17.3117	19.2503	14.5773	7.38276	9.22078	7.43163	3.82927	3.82576	2.38617	12.1438	12.0982	12.843	9.64097	9.35315	7.37276	1.76601	2.36115	1.80886	10.6161	17.7672	10.2226	12.3429	10.0758	9.26501	3.68864	3.12117	3.29468
VIT_14s0083g00240	0.978335	2.13605	1.20045	1.72181	1.17545	1.94076	0.0616728	0.535285	0.350512	3.75023	3.23251	2.49816	1.34389	0.244932	0.216471	0.162307	0.30174	0.17133	2.60986	3.28592	3.87513	1.81947	1.71307	1.30273	0.532881	0.135954	0.286303	1.5148	0.834064	1.38376	1.39264	1.01446	0.826722	0.446887	0	0.265522	3.37423	3.26551	2.25528	1.04404	1.30658	1.36567	0.0680544	0.0688582	0.205024	3.10081	1.34956	2.95766	1.7917	1.70678	1.62523	0.420726	0.184762	0.238279
VIT_14s0083g00250	1.51493	0.311599	0.323025	0	0	0	0	0	0	0.359455	1.52162	0.157902	0	0	0	0	0	0	0	0.16339	0	0	0	0	0	0	0	0.34978	0.759348	0.180268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241394	0	0	0	0	0	0	0
VIT_14s0083g00260	838.142	522.2	756.418	35.0417	21.1417	17.0029	0.151903	0.0698568	0	103.616	135.445	96.0257	17.4509	15.732	25.6533	0.10185	0.107832	0.107892	47.6501	55.7935	44.5011	35.0887	31.6375	29.2028	0	0	0.0867658	259.437	450.212	187.726	30.8992	36.917	26.0982	0.132628	0.080327	0.0524405	25.0659	27.0658	24.006	22.2802	16.1456	25.7103	0.247483	0	0.0823714	53.2731	96.6569	52.9984	37.5397	49.9798	43.5109	0	0.0580298	0.179253
VIT_14s0083g00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_14s0083g00290	15.7752	13.2052	15.1513	0.415891	0.390003	0.140198	0	0	0	2.51722	2.14135	1.76815	0.44998	0.281784	0.418675	0	0	0	0.310028	0.735922	0.67303	0.735349	0.53643	0.323133	0.0554287	0.0384989	0.124111	5.57005	7.43895	4.57896	0.970663	1.1039	1.2022	0	0	0	1.16948	0.944774	0.865728	0.404721	0.495195	1.1353	0	0.0554855	0.0572164	0.287945	0.962591	0.453807	0.959895	0.8229	0.332375	0.0835046	0.0822132	0
VIT_14s0083g00300	43.1236	37.4154	32.5089	59.0351	58.5128	60.306	82.7214	73.7893	91.8689	47.05	45.6687	46.3583	44.6708	47.211	48.0808	91.1654	94.1247	90.345	48.087	52.8182	51.192	46.0004	44.0037	44.639	83.5062	82.0021	85.5302	43.3733	62.7704	43.735	59.5446	61.9904	67.7469	69.9324	73.8084	75.8489	48.7293	48.2059	48.9732	61.73	63.0563	62.8544	75.2083	70.7858	76.5247	46.9015	58.5606	49.0522	59.4452	55.1591	56.8317	74.0609	73.3883	75.6962
VIT_14s0083g00310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_14s0083g00320	19.794	20.2919	16.8643	60.4759	45.4256	38.6841	53.7504	48.1267	38.7566	45.4216	47.6755	43.2654	22.4418	25.1726	32.638	35.9371	30.3342	31.2747	14.628	16.7626	20.8712	27.974	27.4922	29.3626	44.2041	48.0209	43.7983	22.8154	23.0947	20.7784	59.7733	51.9456	76.5954	57.8121	53.2109	42.6882	30.5874	37.2524	36.4809	54.6827	50.7507	51.0526	27.6441	45.6886	30.5122	13.1796	16.5145	21.5194	36.2917	38.9277	32.0439	63.9853	56.1532	58.3149
VIT_14s0083g00330	6.50559	6.35067	5.10429	10.9425	11.9985	12.5155	3.71021	4.42719	4.74054	10.2779	9.89019	10.4496	9.06111	8.37153	9.68998	5.50157	5.10685	6.17673	11.2162	13.4703	12.2947	9.44275	9.72506	9.80188	10.5088	9.84462	9.22891	5.65644	11.964	5.43404	8.85825	12.925	11.1467	18.8504	18.0289	18.0882	11.4955	12.2304	11.0441	17.6927	18.442	18.2399	10.5081	13.1875	10.6784	11.7324	12.5401	13.009	13.871	13.842	11.585	14.7978	13.4308	15.8613
VIT_14s0083g00340	4.32041	7.04319	4.34884	16.3812	17.565	19.4751	7.00687	5.49012	5.99769	12.6224	12.4991	13.2113	15.4842	13.0456	13.4617	6.97802	6.35584	7.34483	13.5404	12.8656	13.9455	11.1334	10.9229	10.9917	9.57721	8.8522	8.55331	6.97526	7.37028	7.02839	12.7645	12.5436	13.351	13.4337	13.4937	12.3385	12.6445	11.5668	13.3621	18.0167	13.6887	18.3277	11.3953	11.513	11.4697	12.0952	12.2951	12.1473	14.5529	13.0527	13.5946	14.2999	13.2003	15.9145
VIT_14s0083g00350	0.092362	0.0915205	0.0865875	0.00433899	0.00130262	0.000960245	0.00435847	0.00187941	0.00213723	0.100772	0.00238683	0.0961327	0.00314914	0.0032396	0.00106254	0	0	0	0	0	0	0	0	0.0562722	0	0	0	0.00552126	0.00470051	0.00408921	0.0114018	0.0132899	0.0120107	0.00834716	0.00788082	0.00448837	0.08469	0.00197724	0.00493614	0.00372651	0.00719714	0.00888111	0.111226	0.00449826	0.00413232	0	0	0	0	0	0	0	0	0
VIT_14s0083g00360	21.6743	18.5136	14.6216	14.6983	12.3251	12.1435	17.8439	17.0811	16.737	15.9877	17.4876	16.5576	16.1185	18.9547	17.4945	14.2648	12.5664	13.88	12.2506	12.6937	11.574	15.8611	16.0181	16.4566	16.707	16.1994	15.6882	18.1234	17.6329	17.8162	15.2833	17.8683	16.6393	13.958	14.0298	14.8702	13.9704	13.6909	15.0241	16.1016	16.463	16.5797	17.9117	18.534	18.6251	11.0591	15.5559	11.7683	16.5571	15.1117	17.2901	18.5282	16.855	18.5398
VIT_14s0083g00370	0.887872	0.928573	0.556175	0.553485	0.406898	0.502693	0.156791	0.131564	0.17091	1.0397	1.16405	1.39736	0.623796	0.801711	0.445316	0.217038	0.410072	0.396154	0.559359	0.928788	0.826828	1.25059	0.995451	1.38795	0.325634	0.288325	0.474933	0.455498	0.348905	0.593562	0.192268	0.104325	0.07674	0.141137	0.0953174	0.0868193	0.548361	0.58465	0.199761	0.156436	0.171436	0.173041	0.183792	0.148183	0.145078	0.581634	1.0355	0.774668	0.223506	0.162782	0.145853	0.206163	0.162621	0.140417
VIT_14s0083g00380	0.0908726	0	0	0	0	0	0	0	0	0.0443257	0.0423984	0.0389599	0	0	0	0	0	0	0.0563938	0	0	0	0	0.0548628	0	0	0	0.0411419	0.0562792	0.0425782	0	0	0	0	0	0.0297595	0	0	0.0685721	0	0	0	0	0.0453327	0	0.0329673	0.0543864	0.0271549	0	0	0.0492923	0	0	0
VIT_14s0083g00390	0.15815	0.371074	0.433457	1.43517	1.65314	1.96855	2.28902	1.17039	1.57787	1.45072	1.16871	1.01948	1.15039	0.933214	0.863652	0	0.125277	0.125713	0.241173	0.0845086	0.378436	0.140132	0.251235	0	0.366155	0.129115	0.203989	0.94525	0.827877	0.730098	0.919222	0.872427	1.78529	2.66548	1.23272	1.08548	1.14855	1.39523	1.58224	2.22136	0.673262	1.22325	0.453747	0.774422	0.593734	0	0.231818	0.116526	0.256385	0	0	0.140731	0	0.429988
VIT_14s0083g00400	28.2825	30.5139	23.5712	59.1677	53.2951	80.3166	5.2058	3.37912	3.93013	140.949	165.959	157.154	62.1239	59.0736	46.5756	5.26855	3.19901	4.00552	79.8291	78.3328	75.479	89.1073	75.3486	110.773	7.09395	8.89175	7.06074	49.3225	70.2187	54.5195	38.155	50.8284	28.4657	7.36466	6.69962	6.35237	136.502	122.573	137.678	49.5851	45.4997	46.1522	3.53649	6.07167	3.0302	75.0489	88.5243	73.0787	100.613	68.2236	70.0067	8.61218	8.23687	7.63616
VIT_14s0083g00410	1.98129	1.96188	1.38831	2.05664	2.27983	1.68056	2.17752	0.478263	1.89449	11.047	9.35531	7.44557	1.77144	1.94396	1.4467	1.86826	1.8163	2.34921	7.84411	7.16691	6.74143	5.82799	6.17867	4.04257	1.3058	1.813	1.32437	11.5868	9.40519	10.9257	4.66732	6.15716	5.00389	4.35881	3.71192	3.07956	13.9054	15.4961	17.578	3.80894	3.84092	3.53292	6.31559	7.84831	7.0124	6.39224	11.3669	9.44692	10.6682	7.56959	7.88257	4.77257	6.9312	4.76114
VIT_14s0083g00420	3.82444	4.46191	2.35438	2.65052	2.7236	2.59797	1.87523	1.68132	2.46224	3.57991	2.95247	3.25424	2.68075	1.64989	2.23033	1.43419	1.23817	1.18396	6.37092	5.4916	6.09983	2.36669	3.13556	1.85477	0.738723	1.13206	1.02774	6.68431	11.8106	5.45495	6.4323	5.97048	5.53491	4.00384	3.56495	2.37307	6.10478	6.46563	6.92943	3.14419	4.85249	4.9241	2.38445	2.88105	2.97406	7.07438	6.5899	7.54302	3.46458	3.63624	2.60203	2.41433	3.11479	3.00253
VIT_14s0083g00430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_14s0083g00440	1.07972	0.876391	0.983903	1.85122	1.76264	2.01152	6.40888	5.11964	5.81469	1.7613	1.8513	1.84071	1.86312	1.99974	1.71014	4.9209	5.45887	5.31535	1.36811	1.62648	1.58343	2.11999	2.08951	2.0617	4.6844	4.35496	5.78101	0.848022	1.86813	1.09082	2.52523	3.3132	2.72158	4.41025	4.23564	4.79329	1.7905	1.69426	1.92039	3.30835	2.20916	2.87235	5.52945	5.40253	5.54508	1.53706	1.60439	1.58964	2.82688	3.52782	2.60948	4.07914	5.01643	4.2454
VIT_14s0083g00450	58.263	57.8692	50.1754	77.6628	79.2016	75.766	82.4618	67.9105	86.5853	55.4539	60.7694	56.6045	73.4356	78.7534	77.6428	78.6661	83.1026	84.0381	57.6018	50.8344	59.3041	60.5329	57.022	60.0814	81.8415	77.8197	73.3921	61.3485	76.2258	64.5453	84.2263	86.0948	84.1493	77.7171	76.4698	82.9173	60.5027	61.9001	67.2256	85.2227	84.2778	85.112	71.8743	67.8584	71.5863	46.5407	61.5119	45.7781	84.3898	85.6635	84.1619	80.3362	82.3198	73.5408
VIT_14s0083g00460	0.12735	0.0275874	0.0288507	0	0	0	0	0	0	0.124767	0.44695	0.137058	0	0	0	0.0400507	0.021116	0.0419567	0.161908	0.295773	0.221823	0	0.0217037	0.0996531	0.0320756	0.0226175	0.0356854	0.639201	0.237215	0.148475	0	0.0249112	0.448851	2.39263	2.91237	1.62506	0.398719	0.281079	0.409805	0.243149	0.0369087	0.0371606	1.07467	1.64985	1.48724	0.140301	0.477027	0.175819	0.128149	0.140259	0.0716174	1.91466	2.20339	1.81238
VIT_14s0083g00470	1.94291	2.00074	1.77293	0.322776	0.826232	1.51995	1.86957	0.304744	0.338068	1.32619	0.950264	2.61878	0.287367	0.295784	0.712623	0.4102	1.29122	1.9251	0.596482	0.41696	0.313329	0.454325	0.419734	0.986395	0.636659	1.33476	1.4045	2.92222	1.54439	1.21602	0.951577	1.30541	0.533009	0	0.682605	0.219919	1.63848	0.775907	0.975491	0.541848	1.4769	0.371832	1.016	0.341296	0	0	0.191011	0.191315	0.828081	0.909186	0.349894	0.244571	0.478639	0.74205
VIT_14s0083g00480	1.11964	0.754245	0.530847	0.773847	1.20601	0.732428	0.27303	0.263012	0.303495	0.437532	0.983162	0.516535	0.126393	0.26879	0.473116	0.554631	0.391365	0.387305	0.485273	0.378892	0.529214	0.511387	0.0963446	1.04173	0.307741	0.647538	0.339482	0.787569	0.725968	0.938698	0.88679	0.810194	0.62401	0.398512	0.488207	0.310471	1.2766	1.70281	0.588677	1.16329	1.22869	0.359401	0.742557	0.299744	0.437302	0.316562	0.648578	0.522651	0.814919	0.445179	0.341035	0.450536	0.668453	0.694136
VIT_14s0083g00490	1.66205	3.07115	3.26594	2.08691	0.698207	5.66777	4.19199	0.821534	0.939077	5.26805	4.36846	6.31935	1.58804	2.10515	1.4969	1.75828	1.86472	1.84542	1.88053	1.96988	2.90553	2.92385	1.48652	4.25098	2.24986	0.348599	2.74768	4.40963	3.36516	2.8284	2.80318	3.3889	1.19734	1.33621	2.26066	1.05071	5.93467	5.25614	3.37184	0.826746	4.95888	2.88447	1.8426	2.32303	2.24881	4.61095	3.3585	3.53484	3.32461	1.4397	2.19059	2.41867	1.73795	0.72452
VIT_14s0083g00500	4.63488	2.15343	0	5.76287	3.86919	3.5046	4.67807	2.25858	5.31277	5.08008	2.49945	6.88186	4.48639	2.38907	2.82208	1.65103	3.50732	5.18703	5.42933	6.63804	5.57194	1.78668	3.34084	0	0	2.19445	3.40448	6.79379	6.46531	6.77663	5.76585	9.4243	6.59201	5.08933	12.9669	1.96033	11.0583	11.0069	10.5492	7.04294	3.27553	3.32113	5.22042	2.62339	7.54913	3.65026	11.671	7.59198	0	4.24324	0	5.99589	0	6.33021
VIT_14s0083g00510	0.428713	0	0	0	0	0	0	0	0	0	0	0	0.207303	0	0	0	0	0	0	0	0.363445	0	0	0	0	0	0	0	0.303081	0	0	0	0	0	0	0	0	0	0.189357	0	0	0	0	0	0	0.36771	0	0.153518	0	0	0	0	0	0
VIT_14s0083g00520	4.45225	3.77503	3.36914	3.86551	2.30921	4.23922	11.3353	4.88954	19.2469	5.08757	4.72398	5.35673	1.44993	3.23112	2.71893	18.1208	16.5528	18.6184	7.25116	8.88202	8.8135	6.45884	3.19888	5.86068	12.3983	9.71901	14.1439	5.82668	6.62212	4.76079	9.22165	7.899	7.20895	8.81475	9.02885	8.42254	7.20769	5.76794	6.58007	5.70361	7.75631	8.94222	9.26852	6.17254	7.12492	7.65109	9.56819	8.6847	6.34043	4.7046	4.42196	5.29268	4.35025	6.27177
VIT_14s0083g00530	7.60367	8.26977	7.90635	3.56855	3.27599	3.73167	18.1989	13.0209	18.3447	5.9066	6.10276	5.69787	4.83903	3.02854	2.94535	17.4409	18.2145	19.7354	8.68731	9.4097	9.28434	4.94448	3.94593	4.51738	14.3382	12.1962	13.2604	17.4903	13.0268	14.7273	8.21941	7.71341	7.93197	17.2287	14.7115	16.682	10.8694	10.0748	10.7183	6.08891	5.0526	5.39047	14.8523	15.871	17.3961	8.86684	6.49899	9.25541	7.91101	7.05019	6.87029	13.5478	14.803	14.0486
VIT_14s0083g00540	10.9541	12.0449	10.3082	16.7168	16.1456	16.985	47.6377	33.3872	57.1903	15.3389	17.1925	15.9444	12.5204	12.2646	12.1273	46.7168	46.9967	53.3566	17.5641	19.8985	18.8061	15.4347	14.7967	15.2659	33.9468	32.1445	35.677	12.1295	14.5089	11.395	16.1199	16.8681	15.8767	27.1469	24.9473	26.3421	15.4126	15.7653	16.053	15.3449	16.8798	15.7549	25.2377	25.3714	25.9985	19.1334	20.087	19.0946	17.5569	16.6697	16.9018	22.0808	25.2413	21.5976
VIT_14s0083g00550	0.537896	0.34545	0.751808	0.538037	0.705727	0.942859	0.714678	0.802179	0.696939	1.29419	1.05069	1.06075	0.566602	0.668692	0.429839	0.603317	0.732966	0.733525	1.15915	1.28692	1.26831	0.753721	0.855244	0.733391	0.780261	0.766764	1.16275	0.469963	0.551946	0.314662	0.541597	0.663948	0.626974	0.52211	0.499665	0.676645	1.03578	1.08315	1.22796	0.818672	0.598343	0.431395	0.700539	0.621681	0.643974	1.23308	0.687168	1.18337	0.854033	0.849106	0.688742	0.803362	0.916713	0.870836
VIT_14s0083g00570	0.512987	1.36726	1.43743	0.563903	0	0	0.989821	0.490645	0.274432	1.29915	1.00344	0.923817	0.229485	0	0.572753	0.338922	0.355207	0.52809	0.513891	0.449209	0.266765	0.182883	0.858624	0.155394	0.414209	0.593135	0.924191	1.18236	0.652506	0.732762	0.398328	1.04156	0.669937	0.245486	0.607202	0	0.91508	0.432149	0.631879	0	0.314808	0	0.269702	0.272466	0	0.376241	0.647513	0.308786	0.727799	0.591426	0.302262	0.401527	0.60073	0.409848
VIT_14s0083g00580	215.568	195.59	176.582	408.861	399.545	341.262	552.402	369.389	581.967	369.312	536.211	458.783	206.119	256.93	261.137	560.925	512.778	578.818	552.591	627.514	518.003	266.006	245.149	318.738	296.651	288.577	331.157	130.742	181.306	84.7187	277.927	249.588	323.494	213.278	204.465	240.455	241.018	193.689	210.012	270.431	261.944	275.438	275.414	237.482	292.961	602.034	632.2	610.812	235.848	200.152	196.571	147.047	160.132	146.368
VIT_14s0083g00590	12.194	11.0627	8.64974	19.1751	15.0935	14.0005	39.7997	24.7815	37.5622	10.3121	10.7865	11.5166	15.0855	14.2666	13.4275	36.5383	39.766	35.1489	10.8933	13.1752	10.5921	15.8684	16.0719	16.6	32.4409	33.4613	33.5566	14.0788	16.0378	12.6944	15.6601	14.5471	16.8829	37.3843	35.4077	32.8891	11.4804	12.4345	14.2805	14.4912	14.0943	13.1925	41.164	39.0566	46.56	12.0856	11.5867	12.0586	16.532	15.7423	15.7558	33.059	35.5685	32.2109
VIT_14s0083g00600	0	0	0.292523	0	0	0	0	0	0	0.477273	0.153609	0	0	0	0	0	0	0	0.323038	0.0747946	0.502182	0.357395	0	0	0	0	0	0	0	0.15568	0	0	0.140715	0	0	0	0.424259	0.138048	0	0	0	0	0	0	0	0.374866	0.212841	0.104145	0.231039	0	0	0	0	0
VIT_14s0083g00610	6.12346	8.50298	8.07945	4.13705	4.88484	6.24164	3.56781	2.23981	3.39247	9.60093	8.13971	8.56212	4.83527	4.80876	4.4708	3.97241	3.30714	3.97131	8.82958	8.11916	7.67053	5.75919	6.32921	7.87424	4.10446	3.65749	4.92365	7.97937	7.31861	7.51783	4.5538	4.31919	4.09518	3.4004	3.7904	3.20627	8.03711	8.06997	8.05822	4.18316	3.85653	3.40886	4.86161	4.1314	5.15806	8.14545	6.43613	8.03082	5.64714	5.77151	5.50646	4.40601	3.7652	5.06346
VIT_14s0083g00620	44.771	37.6016	44.6139	13.5116	13.268	16.3305	3.05764	2.73123	1.9959	56.5806	63.1309	58.2073	14.2779	10.9915	9.64856	1.84812	1.04061	1.00299	43.2269	42.7229	42.9461	23.3197	17.912	22.2393	3.36494	3.81966	2.78495	37.8145	35.9164	34.8359	12.8848	15.0167	15.1003	3.82423	4.04381	3.08403	40.644	42.1796	45.4876	21.0565	15.6621	16.4552	0.83195	1.71601	0.636637	40.1902	34.3297	45.6522	25.782	18.3563	19.7974	2.88193	2.42274	2.29974
VIT_14s0083g00630	25.5231	22.6656	21.696	18.5003	18.6952	16.2323	21.2039	19.3329	23.8046	23.7296	24.7387	25.0867	19.8988	19.9493	16.5514	23.4583	23.7287	26.0572	18.7449	19.3321	19.7629	21.2081	24.5062	20.144	22.2299	21.3319	22.9684	24.3489	23.5291	22.0751	18.5504	18.3753	19.293	14.8818	14.8933	13.5452	22.1391	22.6063	25.6031	15.7729	16.2421	15.2276	14.2529	15.4011	15.2969	20.1097	15.7579	21.5045	19.557	18.5438	20.3336	15.3073	14.2332	15.7886
VIT_14s0083g00640	76.2462	55.5341	56.065	17.058	18.4311	17.3783	7.80336	12.1728	6.78564	51.2682	54.1097	47.5334	30.4662	18.265	13.5299	5.77288	5.12404	4.91066	53.5364	45.8993	47.9771	55.0448	41.7974	40.2558	7.93638	8.55366	8.56562	45.2182	78.1826	37.3568	17.9375	27.1617	13.1449	4.56487	3.84115	4.01406	38.3623	39.9108	45.9478	18.7467	18.4793	18.193	3.62797	3.69765	2.99414	52.4914	71.1055	45.0843	37.3175	30.0185	38.1991	4.36632	2.833	3.66514
VIT_14s0083g00650	1.64316	0.724717	0.903973	0.694953	1.3588	0.206905	0.947258	0.901201	0.85677	0.514533	0.969694	0.596519	0.299104	0.311788	1.10845	1.13109	0.865774	0.866274	1.22958	2.58781	2.08886	0.499964	0.686721	0.946108	2.49713	1.34433	1.4152	4.98913	4.41696	2.8408	2.83019	1.9675	1.29299	1.70933	1.23483	1.34836	1.1611	1.09181	2.10034	2.93445	2.07578	2.68568	1.56604	1.24255	2.27267	1.9254	3.67521	1.45443	2.38703	2.82109	3.0793	2.30723	1.66021	2.46106
VIT_14s0083g00660	0	0.436763	0.230687	0.526234	0.863769	0.943236	1.15364	0.67188	0.769297	0.493852	0	0	0.319688	0.344799	0.401336	0.701371	1.15418	0.493326	0.248502	0.361079	0.706829	0.168834	0.546533	0.428121	0.932718	0.833075	1.74806	0.113926	0	0	0.0956953	0.301862	0.107334	0.113428	0.55868	0.537245	0.643736	0.512569	0.393355	0.554403	0	0.154258	0.99576	0.251565	1.34396	0.172429	0	0.496199	0.349583	0.384018	0.440938	1.06012	0.570372	0.298839
VIT_14s0083g00670	0.991195	1.02862	0.213389	0.224081	0	0.263404	75.5683	20.0955	116.618	0	0.858497	0.405333	0.803381	1.54252	0.507763	153.165	216.387	219.99	0.737252	1.3296	1.72613	0.513115	0.352371	1.93485	75.106	82.6633	85.3457	1.37199	0.923988	0.696838	0.321989	0	0.362846	3.57831	3.17048	6.25892	0.786138	1.14911	0.701243	0.579069	0.557829	0	76.9939	20.8938	107.82	0.906503	2.61963	0.618844	1.85924	0.683796	0.783282	5.59238	14.7506	5.99767
VIT_14s0083g00680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474559	0	0	0	0	0
VIT_14s0083g00690	26.5241	29.6642	22.007	32.6181	30.8564	30.4956	12.5741	10.8606	10.7402	51.3494	45.3624	52.6666	35.9809	33.1302	34.3753	10.7064	7.68639	9.05198	24.4736	31.1292	28.5603	35.8938	33.0034	32.8408	10.2504	11.7855	11.6995	16.252	27.2742	17.4498	32.3631	34.3199	28.3335	10.345	10.0964	10.6001	45.7406	34.6282	33.9161	26.7431	25.1571	31.4673	7.68298	10.4677	6.46888	26.1772	27.1778	29.2663	39.5703	31.838	26.4415	10.0981	8.72294	9.03109
VIT_14s0083g00700	4.49667	2.97697	4.80297	0.195179	0.510575	0.465079	0	0	0	1.17053	0.918747	1.79113	0.42394	0.646055	0	0	0	0.0649462	1.52306	1.23526	1.24607	1.31385	1.12803	0.795439	0.0936138	0	0	2.30521	3.68709	2.26159	0.214999	0.317289	0.0803067	0	0.096999	0	1.48997	3.56128	3.03521	0	0.347705	0	0	0	0	1.29422	3.13592	1.01859	1.15963	0.563299	1.29917	0	0.140635	0
VIT_14s0083g00710	9.29673	11.0832	9.30315	17.876	18.9639	17.4107	30.5068	24.1598	27.9286	18.3096	18.2632	18.4138	18.5676	17.6311	21.3218	29.2847	25.6891	27.4779	13.1259	14.2838	14.188	14.9208	14.6878	15.7361	20.106	22.2975	19.4108	12.1836	15.6212	14.1406	16.9479	16.3285	17.2268	17.0085	17.6076	18.7203	18.6186	14.9454	16.6109	16.7319	15.9203	17.0519	22.7863	23.7457	23.6402	13.2498	16.2741	12.9685	16.3669	15.999	15.4108	20.5102	19.3706	22.3754
VIT_14s0083g00720	0.23469	0.344294	0.289669	0.412908	0.281176	0.426956	0.376348	0.322654	0.253419	0.364867	0.453124	0.521424	0.301818	0.329459	0.376977	0.3994	0.380014	0.325729	0.626999	0.445916	0.667303	0.486301	0.487636	0.498371	0.708298	0.758783	0.659179	0.291057	0.256387	0.229789	0.182556	0.41277	0.284299	0.563865	0.442419	0.455563	0.277176	0.287559	0.226703	0.366617	0.215681	0.319459	0.574055	0.464901	0.589452	0.494945	0.480466	0.602145	0.396051	0.407798	0.557264	0.617756	0.457977	0.56995
VIT_14s0083g00730	4.99216	4.21397	4.23099	5.1343	5.20351	4.23977	9.76574	6.1263	9.47536	8.18983	6.94943	6.41421	4.4495	4.37568	3.88154	10.4845	11.6478	12.4746	3.82121	4.80202	4.46276	5.92904	5.87534	6.48562	9.95784	9.52769	10.2239	4.76675	4.88571	4.56712	4.92212	3.85811	4.46423	5.21661	5.28649	4.82902	5.90942	6.46022	6.14151	3.91596	3.12859	4.21107	7.73441	6.93387	8.51825	4.5232	3.52696	5.13969	4.57743	4.45408	3.68635	6.35846	7.64761	6.09219
VIT_14s0083g00740	208.139	243.695	195.35	308.427	322.815	321.322	552.593	710.143	543.584	403.141	451.303	391.483	329.208	292.902	264.732	510.919	433.539	483.231	391.74	375.747	406.934	365.146	376.673	350.997	332.751	360.994	351.722	230.348	282.333	242.504	264.187	249.55	249.907	292.362	256.858	324.878	358.536	373.403	415.772	213.307	196.455	213.706	210.158	222.639	197.912	378.178	348.018	415.279	327.836	270.125	281.308	227.572	248.685	213.501
VIT_14s0083g00750	4.98731	5.47984	6.3479	10.7829	11.6429	11.656	14.3593	13.649	14.8927	9.58461	10.6768	9.70669	10.4601	11.7451	11.9849	13.5961	14.0072	14.6177	7.00908	6.88235	7.05176	9.67786	10.3204	8.8365	14.2088	12.9953	13.9617	4.94097	4.28308	5.6972	8.0269	8.61066	8.5813	10.6289	10.1534	10.9063	9.65509	9.8094	10.304	8.80242	5.8652	8.52093	10.3437	10.2939	10.0822	6.60312	2.94881	6.91257	8.44306	8.14068	8.07009	10.5013	10.6459	11.0706
