Module	TermID	Background_N_T005	Module_n_T005	Term_background_K_T005	Overlap_k_T005	Tested_T005	p_value_T005	FDR_global_module_terms_T005	Background_N_ontology_checked	Module_n_ontology_checked	Term_background_K_ontology_checked	Overlap_k_ontology_checked	Tested_ontology_checked	p_value_ontology_checked	FDR_global_module_terms_ontology_checked	Change	Global_FDR05_T005	Global_FDR05_ontology_checked	Significance_changed
M7	GO:0009135	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009141	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009142	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009144	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009145	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009150	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009152	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009156	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009161	519	8	3	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M7	GO:0009164	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009165	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009166	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009167	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009168	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009179	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009185	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009199	519	8	3	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M7	GO:0009201	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009205	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009206	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009228	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009231	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009245	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009247	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009250	519	8	9	0	TRUE	1	1	519	8	9	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009251	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009256	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009257	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009259	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009260	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009266	519	8	46	2	TRUE	0.152716995631502	1	519	8	46	2	TRUE	0.152716995631502	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009267	519	8	9	0	TRUE	1	1	519	8	9	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009269	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009308	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009309	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009310	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009311	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009312	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009313	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009314	519	8	57	0	TRUE	1	1	519	8	57	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009344	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009396	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009403	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009404	519	8	10	0	TRUE	1	1	519	8	10	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009407	519	8	9	0	TRUE	1	1	519	8	9	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009408	519	8	17	1	TRUE	0.235302688257887	1	519	8	17	1	TRUE	0.235302688257887	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009409	519	8	32	2	TRUE	0.0817216314099933	1	519	8	32	2	TRUE	0.0817216314099933	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009410	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009411	519	8	9	0	TRUE	1	1	519	8	9	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009413	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009414	519	8	34	1	TRUE	0.420656742979559	1	519	8	34	1	TRUE	0.420656742979559	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009415	519	8	34	1	TRUE	0.420656742979559	1	519	8	34	1	TRUE	0.420656742979559	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009416	519	8	56	0	TRUE	1	1	519	8	56	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009448	519	8	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M7	GO:0009450	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009451	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009501	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009503	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009505	519	8	26	0	TRUE	1	1	519	8	26	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009506	519	8	52	0	TRUE	1	1	519	8	52	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009507	519	8	97	0	TRUE	1	1	519	8	97	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009513	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009514	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009517	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009521	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009522	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009523	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009524	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009526	519	8	39	0	TRUE	1	1	519	8	39	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009527	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009528	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009532	519	8	40	0	TRUE	1	1	519	8	40	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009534	519	8	30	0	TRUE	1	1	519	8	30	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009535	519	8	25	0	TRUE	1	1	519	8	25	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009536	519	8	100	0	TRUE	1	1	519	8	100	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009543	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009547	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009551	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009553	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009554	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009555	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009556	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009570	519	8	40	0	TRUE	1	1	519	8	40	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009574	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009579	519	8	34	0	TRUE	1	1	519	8	34	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009581	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009582	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009595	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009605	519	8	99	1	TRUE	0.818418151125704	1	519	8	99	1	TRUE	0.818418151125704	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009606	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009607	519	8	70	1	TRUE	0.688870868213272	1	519	8	70	1	TRUE	0.688870868213272	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009608	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009610	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009611	519	8	17	2	TRUE	0.0252040329105587	1	519	8	17	2	TRUE	0.0252040329105587	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009612	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009615	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009616	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009617	519	8	33	1	TRUE	0.41096062152315	1	519	8	33	1	TRUE	0.41096062152315	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009620	519	8	19	1	TRUE	0.25950524172254	1	519	8	19	1	TRUE	0.25950524172254	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009624	519	8	10	0	TRUE	1	1	519	8	10	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009625	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009626	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009627	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009628	519	8	148	3	TRUE	0.410424308052737	1	519	8	148	3	TRUE	0.410424308052737	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009629	519	8	9	0	TRUE	1	1	519	8	9	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009630	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009631	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009635	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009636	519	8	45	1	TRUE	0.518450666581932	1	519	8	45	1	TRUE	0.518450666581932	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009637	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009639	519	8	13	0	TRUE	1	1	519	8	13	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009640	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009641	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009642	519	8	22	0	TRUE	1	1	519	8	22	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009643	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009644	519	8	10	0	TRUE	1	1	519	8	10	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009645	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009646	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009648	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009649	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009651	519	8	34	2	TRUE	0.090988613461651	1	519	8	34	2	TRUE	0.090988613461651	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009653	519	8	40	1	TRUE	0.475954741346737	1	519	8	40	1	TRUE	0.475954741346737	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009654	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009657	519	8	6	0	TRUE	1	1	519	8	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009658	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009663	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009664	519	8	12	0	TRUE	1	1	519	8	12	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009671	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009673	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009679	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009682	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009683	519	8	4	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M7	GO:0009684	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009685	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009686	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009687	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009688	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009690	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009694	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009695	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009696	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009697	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009698	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009699	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009704	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009705	519	8	15	0	TRUE	1	1	519	8	15	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009706	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009707	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009718	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009719	519	8	98	3	TRUE	0.177619274869362	1	519	8	98	3	TRUE	0.177619274869362	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009723	519	8	19	1	TRUE	0.25950524172254	1	519	8	19	1	TRUE	0.25950524172254	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009725	519	8	97	3	TRUE	0.173567783122668	1	519	8	97	3	TRUE	0.173567783122668	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009733	519	8	26	2	TRUE	0.0561311130191018	1	519	8	26	2	TRUE	0.0561311130191018	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009734	519	8	6	0	TRUE	1	1	519	8	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009735	519	8	22	0	TRUE	1	1	519	8	22	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009736	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009737	519	8	27	1	TRUE	0.349745616293038	1	519	8	27	1	TRUE	0.349745616293038	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009738	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009739	519	8	8	2	TRUE	0.0055665498426886	0.707570335559528	519	8	8	2	TRUE	0.0055665498426886	0.679119080808009	FDR_only_changed	FALSE	FALSE	FALSE
M7	GO:0009740	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009741	519	8	6	0	TRUE	1	1	519	8	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009742	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009743	519	8	11	0	TRUE	1	1	519	8	11	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009744	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009745	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009746	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009749	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009750	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009751	519	8	12	3	TRUE	0.000497901094114102	0.244113793571371	519	8	12	3	TRUE	0.000497901094114102	0.225620324361419	FDR_only_changed	FALSE	FALSE	FALSE
M7	GO:0009753	519	8	20	3	TRUE	0.00243189716127468	0.537234522678178	519	8	20	3	TRUE	0.00243189716127468	0.512552193679279	FDR_only_changed	FALSE	FALSE	FALSE
M7	GO:0009755	519	8	28	0	TRUE	1	1	519	8	28	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009756	519	8	6	0	TRUE	1	1	519	8	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009765	519	8	8	0	TRUE	1	1	519	8	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009767	519	8	5	0	TRUE	1	1	519	8	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009768	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009769	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009773	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009783	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009785	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009787	519	8	6	0	TRUE	1	1	519	8	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009788	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009789	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009790	519	8	15	0	TRUE	1	1	519	8	15	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009791	519	8	70	1	TRUE	0.688870868213272	1	519	8	70	1	TRUE	0.688870868213272	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009792	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009793	519	8	13	0	TRUE	1	1	519	8	13	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009798	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009799	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009804	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009805	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009808	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009809	519	8	7	0	TRUE	1	1	519	8	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009810	519	8	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M7	GO:0009812	519	8	12	0	TRUE	1	1	519	8	12	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009813	519	8	10	0	TRUE	1	1	519	8	10	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009820	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009821	519	8	1	0	FALSE	NA	NA	519	8	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009823	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009825	519	8	4	0	FALSE	NA	NA	519	8	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009826	519	8	15	1	TRUE	0.210410781629331	1	519	8	15	1	TRUE	0.210410781629331	1	same_counts	FALSE	FALSE	FALSE
M7	GO:0009827	519	8	3	0	FALSE	NA	NA	519	8	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M7	GO:0009828	519	8	2	0	FALSE	NA	NA	519	8	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
